Year,Region,Island,GPS_name,Sample_type,Species,N15
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-4.33
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-3.84
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-4.78
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-4.65
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-0.8
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-5.26
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-2.87
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-4.55
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-2.97
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-3.75
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,5.28
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,5
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,-1.21
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,5.06
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,5.66
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,5.32
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,4.97
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,4.88
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,4.36
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,5.17
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Soil,Soil,Soil,1.22
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Soil,Soil,Soil,1.73
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Soil,Soil,Soil,2.17
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Soil,Soil,Soil,2.98
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Soil,Soil,Soil,1.18
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Soil,Soil,Soil,1.59
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Soil,Soil,Soil,2.08
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Soil,Soil,Soil,2.83
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Soil,Soil,Soil,2.31
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Soil,Soil,Soil,2.59
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Sponge,Sponge,Spheciospongia,6.93
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Sponge,Sponge,Spheciospongia,6.34
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Sponge,Sponge,Spheciospongia,6.24
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Sponge,Sponge,Spheciospongia,6.36
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Sponge,Sponge,Spheciospongia,6.71
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Sponge,Sponge,Spheciospongia,6.42
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Sponge,Sponge,Spheciospongia,5.9
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Sponge,Sponge,Spheciospongia,7.19
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Sponge,Sponge,Spheciospongia,6.34
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Sponge,Sponge,Spheciospongia,6.2
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Turf,Turf,Turf,5.33
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Turf,Turf,Turf,4.65
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Turf,Turf,Turf,5.37
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Turf,Turf,Turf,5.18
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Turf,Turf,Turf,5.2
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Turf,Turf,Turf,5.47
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Turf,Turf,Turf,4.72
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Turf,Turf,Turf,4.92
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Turf,Turf,Turf,5.11
2015,Chagos,PB_Ile_Anglaise,PB_Ile_Anglaise-Turf,Turf,Turf,5.03
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Fish,Fish,Plectroglyphidodon lacrymatus,10.26
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Fish,Fish,Plectroglyphidodon lacrymatus,9.98
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Fish,Fish,Plectroglyphidodon lacrymatus,10.72
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Fish,Fish,Plectroglyphidodon lacrymatus,9.99
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Fish,Fish,Plectroglyphidodon lacrymatus,10.3
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Fish,Fish,Plectroglyphidodon lacrymatus,10.1
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Fish,Fish,Plectroglyphidodon lacrymatus,10
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Fish,Fish,Plectroglyphidodon lacrymatus,10.13
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Fish,Fish,Plectroglyphidodon lacrymatus,10
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Fish,Fish,Plectroglyphidodon lacrymatus,10.68
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-4.44
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-3.12
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-3.63
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-4.02
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-5.23
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-4.49
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-2.49
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-4.26
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-2.98
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Leaves,Leaves,Scaevola taccada,-4.43
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,3.11
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,4.68
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,3.54
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,4.74
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,5.05
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,3.51
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,4.09
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,2.72
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,4.73
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Macroalgae,Macroalgae,Halimeda,3.99
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Soil,Soil,Soil,1.92
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Soil,Soil,Soil,1.54
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Soil,Soil,Soil,1.3
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Soil,Soil,Soil,1.63
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Soil,Soil,Soil,1.29
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Soil,Soil,Soil,2.98
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Soil,Soil,Soil,0.84
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Soil,Soil,Soil,1.83
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Soil,Soil,Soil,3.07
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Soil,Soil,Soil,3.82
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Sponge,Sponge,Spheciospongia,5.45
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Sponge,Sponge,Spheciospongia,5.44
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Sponge,Sponge,Spheciospongia,5.45
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Sponge,Sponge,Spheciospongia,5.54
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Sponge,Sponge,Spheciospongia,4.04
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Sponge,Sponge,Spheciospongia,5.7
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Sponge,Sponge,Spheciospongia,5.19
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Sponge,Sponge,Spheciospongia,5.64
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Sponge,Sponge,Spheciospongia,6
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Sponge,Sponge,Spheciospongia,5.57
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Turf,Turf,Turf,5.41
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Turf,Turf,Turf,4.58
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Turf,Turf,Turf,2.06
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Turf,Turf,Turf,3.81
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Turf,Turf,Turf,2.85
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Turf,Turf,Turf,2.24
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Turf,Turf,Turf,2.95
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Turf,Turf,Turf,5.1
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Turf,Turf,Turf,3.24
2015,Chagos,Sal_Ile_Anglaise,Sal_Ile_Anglaise-Turf,Turf,Turf,2.76
2015,Chagos,South_Brother,South_Brother-Fish,Fish,Plectroglyphidodon lacrymatus,11.22
2015,Chagos,South_Brother,South_Brother-Fish,Fish,Plectroglyphidodon lacrymatus,10.94
2015,Chagos,South_Brother,South_Brother-Fish,Fish,Plectroglyphidodon lacrymatus,10.91
2015,Chagos,South_Brother,South_Brother-Fish,Fish,Plectroglyphidodon lacrymatus,11.11
2015,Chagos,South_Brother,South_Brother-Fish,Fish,Plectroglyphidodon lacrymatus,11.18
2015,Chagos,South_Brother,South_Brother-Fish,Fish,Plectroglyphidodon lacrymatus,10.91
2015,Chagos,South_Brother,South_Brother-Fish,Fish,Plectroglyphidodon lacrymatus,11.32
2015,Chagos,South_Brother,South_Brother-Fish,Fish,Plectroglyphidodon lacrymatus,11.07
2015,Chagos,South_Brother,South_Brother-Fish,Fish,Plectroglyphidodon lacrymatus,11.19
2015,Chagos,South_Brother,South_Brother-Fish,Fish,Plectroglyphidodon lacrymatus,10.77
2015,Chagos,South_Brother,South_Brother-Leaves,Leaves,Scaevola taccada,8.59
2015,Chagos,South_Brother,South_Brother-Leaves,Leaves,Scaevola taccada,12.47
2015,Chagos,South_Brother,South_Brother-Leaves,Leaves,Scaevola taccada,11.81
2015,Chagos,South_Brother,South_Brother-Leaves,Leaves,Scaevola taccada,10.82
2015,Chagos,South_Brother,South_Brother-Leaves,Leaves,Scaevola taccada,12.77
2015,Chagos,South_Brother,South_Brother-Leaves,Leaves,Scaevola taccada,12.03
2015,Chagos,South_Brother,South_Brother-Leaves,Leaves,Scaevola taccada,10.82
2015,Chagos,South_Brother,South_Brother-Leaves,Leaves,Scaevola taccada,11.86
2015,Chagos,South_Brother,South_Brother-Leaves,Leaves,Scaevola taccada,13.49
2015,Chagos,South_Brother,South_Brother-Leaves,Leaves,Scaevola taccada,11.19
2015,Chagos,South_Brother,South_Brother-Macroalgae,Macroalgae,Halimeda,9.54
2015,Chagos,South_Brother,South_Brother-Macroalgae,Macroalgae,Halimeda,9.72
2015,Chagos,South_Brother,South_Brother-Macroalgae,Macroalgae,Halimeda,9.89
2015,Chagos,South_Brother,South_Brother-Macroalgae,Macroalgae,Halimeda,8.95
2015,Chagos,South_Brother,South_Brother-Macroalgae,Macroalgae,Halimeda,10.06
2015,Chagos,South_Brother,South_Brother-Macroalgae,Macroalgae,Halimeda,9.39
2015,Chagos,South_Brother,South_Brother-Macroalgae,Macroalgae,Halimeda,9.97
2015,Chagos,South_Brother,South_Brother-Macroalgae,Macroalgae,Halimeda,10.89
2015,Chagos,South_Brother,South_Brother-Macroalgae,Macroalgae,Halimeda,9.68
2015,Chagos,South_Brother,South_Brother-Macroalgae,Macroalgae,Halimeda,9.66
2015,Chagos,South_Brother,South_Brother-Soil,Soil,Soil,14.58
2015,Chagos,South_Brother,South_Brother-Soil,Soil,Soil,13.29
2015,Chagos,South_Brother,South_Brother-Soil,Soil,Soil,15.61
2015,Chagos,South_Brother,South_Brother-Soil,Soil,Soil,14.82
2015,Chagos,South_Brother,South_Brother-Soil,Soil,Soil,15.15
2015,Chagos,South_Brother,South_Brother-Soil,Soil,Soil,14.39
2015,Chagos,South_Brother,South_Brother-Soil,Soil,Soil,15.06
2015,Chagos,South_Brother,South_Brother-Soil,Soil,Soil,13.8
2015,Chagos,South_Brother,South_Brother-Soil,Soil,Soil,14.63
2015,Chagos,South_Brother,South_Brother-Soil,Soil,Soil,13.57
2015,Chagos,South_Brother,South_Brother-Sponge,Sponge,Spheciospongia,8.54
2015,Chagos,South_Brother,South_Brother-Sponge,Sponge,Spheciospongia,8.65
2015,Chagos,South_Brother,South_Brother-Sponge,Sponge,Spheciospongia,8.57
2015,Chagos,South_Brother,South_Brother-Sponge,Sponge,Spheciospongia,8.05
2015,Chagos,South_Brother,South_Brother-Sponge,Sponge,Spheciospongia,7.95
2015,Chagos,South_Brother,South_Brother-Sponge,Sponge,Spheciospongia,8.15
2015,Chagos,South_Brother,South_Brother-Sponge,Sponge,Spheciospongia,7.66
2015,Chagos,South_Brother,South_Brother-Sponge,Sponge,Spheciospongia,8.57
2015,Chagos,South_Brother,South_Brother-Sponge,Sponge,Spheciospongia,8.49
2015,Chagos,South_Brother,South_Brother-Sponge,Sponge,Spheciospongia,8.86
2015,Chagos,South_Brother,South_Brother-Turf,Turf,Turf,6.27
2015,Chagos,South_Brother,South_Brother-Turf,Turf,Turf,5.58
2015,Chagos,South_Brother,South_Brother-Turf,Turf,Turf,5.91
2015,Chagos,South_Brother,South_Brother-Turf,Turf,Turf,5.53
2015,Chagos,South_Brother,South_Brother-Turf,Turf,Turf,6.01
2015,Chagos,South_Brother,South_Brother-Turf,Turf,Turf,8.08
2015,Chagos,South_Brother,South_Brother-Turf,Turf,Turf,6.22
2015,Chagos,South_Brother,South_Brother-Turf,Turf,Turf,5.39
2015,Chagos,South_Brother,South_Brother-Turf,Turf,Turf,5.81
2015,Chagos,South_Brother,South_Brother-Turf,Turf,Turf,5.66
